PostcodeA,PostcodeB,Distance,Group
5408,8444,0.0003968253968338331,2018
5927,9351,0.00039848197344838354,2018
1393,5131,0.0004166666666662877,2018
1946,3611,0.0004201680672366592,2018
8834,9721,0.00042384444822118894,2018
7843,8821,0.00042703619911321766,2018
1358,5826,0.00042910035895715737,2018
1037,2191,0.0004385964912358986,2018
4223,6227,0.00046052631579129866,2018
5527,9123,0.0004621848739532197,2018
1658,2114,0.00046499095066110385,2018
1701,5066,0.0004761904761920732,2018
7736,9805,0.00048717948718035586,2018
1489,2391,0.0005055043818913418,2018
1185,3403,0.0005159958720355462,2018
